"GeneID","Control_1","Control_2","Control_3","Riesgo_nut_1","Riesgo_nut_2","Riesgo_nut_3"
102723505,0,0,0,0,0,0
440822,0,0,0,0,0,0
112268411,0,0,0,0,0,0
101928461,1,0,2,1,4,4
170825,0,0,0,0,0,0
105369956,0,0,0,0,0,0
169834,20,87,7,37,8,38
23420,75,169,550,154,183,367
619567,2,7,0,0,0,0
107986228,0,0,0,0,0,0
54495,792,1645,130,529,270,284
313,1627,2081,1721,5585,2071,3427
10325,163,305,114,166,68,73
107986256,1,0,0,11,2,0
5000,598,931,181,610,387,411
105373392,0,0,0,0,0,1
1825,0,0,0,0,0,0
107987388,0,1,7,1,0,3
23546,0,0,0,0,0,1
114884,44,232,255,69,104,121
10647,0,0,0,0,0,0
55665,62,167,452,88,89,217
105369438,12,16,24,25,10,20
169166,0,0,0,0,0,0
102466193,0,0,0,0,1,0
139341,118,204,78,96,90,101
105372091,0,0,0,0,0,0
8321,23,13,29,59,16,18
100302149,0,2,5,5,2,1
79838,535,372,322,690,954,261
100421746,0,0,0,0,0,0
10924,73,54,17,165,24,35
406945,0,0,0,0,0,0
1235,97,571,367,113,169,241
203859,6,1,0,15,0,1
105375999,0,0,0,0,0,0
100534592,143,298,211,250,197,215
51773,789,1452,259,1094,1082,1185
221409,0,0,0,0,0,0
105373102,0,3,17,0,4,4
101927441,6,14,21,9,9,16
285194,0,0,0,0,0,0
105376872,0,0,0,0,0,0
201254,135,211,213,283,223,247
22850,124,168,128,119,89,129
140832,0,0,0,0,0,0
105372497,1,5,4,0,1,2
2146,118,230,170,160,125,232
9797,205,450,1664,275,315,929
5270,17,44,72,16,14,75
57619,0,0,2,0,0,0
84193,397,647,483,496,262,524
105379438,0,0,0,0,0,0
107984770,1,2,4,1,0,11
110006325,11,16,53,15,14,25
155400,93,233,1060,194,286,468
3559,53,82,103,87,31,67
100506542,0,0,0,1,0,0
107985851,0,0,0,1,2,0
105371559,0,0,0,0,0,0
105372407,1,1,0,1,3,0
144455,8,20,3,3,8,9
254042,41,132,186,72,56,99
8763,5710,8030,1059,4431,2275,2533
101927858,5,9,15,7,6,7
100302691,0,0,0,1,1,4
101926977,3,8,7,13,10,9
84182,2,1,5,1,1,3
246312,7,3,1,8,6,7
401507,0,0,0,0,0,0
4499,0,0,0,0,0,0
404665,26,64,216,15,21,66
283970,68,181,336,100,107,238
9878,434,666,972,696,541,843
51490,130,374,814,152,192,444
5932,245,279,39,180,123,121
126382,87,195,261,153,120,216
105371214,0,0,0,1,0,0
54751,0,0,0,0,0,0
25842,363,873,170,298,207,366
100128361,5,9,14,6,5,5
92129,0,0,0,0,0,0
57510,83,210,518,138,126,312
107984743,0,0,0,0,0,0
102724862,15,27,76,28,29,33
10894,7,2,5,29,7,2
100874208,0,0,0,0,0,0
339500,169,436,85,143,135,177
255626,0,0,0,0,0,0
123688,7,27,36,4,18,16
85474,2,12,4,5,4,4
113146,4,18,57,4,6,22
123775,7,9,8,3,4,8
105373848,0,0,0,1,0,0
147746,0,1,3,0,0,1
105372288,3,5,5,5,2,5
26330,20,56,90,18,15,21
401667,0,0,0,0,0,0
102466192,0,0,0,0,0,0
50484,654,950,83,574,288,255
1848,2477,1736,706,2008,1334,974
25948,850,1123,465,686,364,394
100861506,0,0,0,0,0,0
8552,1,7,45,2,4,11
587,36,137,317,81,79,176
29115,328,713,1616,578,541,947
255167,0,0,1,0,0,0
26995,78,202,316,128,77,251
9703,256,577,1626,585,424,889
100422845,0,0,0,0,0,0
4068,815,2723,195,504,501,889
114043,0,1,9,3,1,0
105372347,1,0,0,0,0,0
148281,0,0,1,0,0,1
131616,127,340,96,141,125,155
105377826,3,6,53,8,4,10
105371907,0,1,0,1,0,0
100874167,0,0,0,0,0,0
2787,1047,1151,928,2160,1188,1208
105369371,0,0,0,0,0,0
440804,3,11,21,2,4,21
101928222,0,0,1,1,2,0
100533106,101,168,98,129,79,108
5449,5,3,3,2,4,1
101927917,0,0,0,0,0,0
56103,1,2,1,0,0,0
390535,0,0,0,0,0,0
85457,152,423,139,134,87,149
340017,0,0,0,0,0,0
126306,0,7,7,3,8,9
107984911,0,0,0,0,0,0
112268102,6,28,47,5,7,28
400627,1,4,11,3,1,6
100534589,1,4,0,6,2,2
8516,0,5,1,2,4,1
105375638,0,0,0,0,0,0
79853,0,1,3,3,2,3
1964,588,2007,291,555,643,487
105375840,2,2,5,5,2,4
107986493,0,0,0,0,0,0
101928548,2,14,11,1,4,4
54512,44,71,173,97,64,118
374291,237,545,912,477,403,679
10385,207,423,296,170,157,201
7048,3157,5693,2534,3342,2108,3225
151242,2,0,0,0,0,0
23169,106,306,248,97,72,181
105375593,0,0,0,0,0,0
25884,0,0,0,0,0,0
3045,328835,132982,267530,145989,168765,123012
3964,1157,1464,660,1667,1015,1309
840,103,308,159,105,89,117
10880,0,0,0,0,0,1
7617,23,23,7,12,30,9
55270,68,194,68,86,53,72
9448,900,1200,1914,2787,1749,2020
3068,1782,1983,4388,1707,1393,2848
107985710,0,0,0,0,0,0
9805,98,123,370,108,94,198
9725,433,1182,3443,418,507,1176
105371078,0,0,0,0,0,0
10794,10,16,24,15,11,9
400757,0,0,0,0,0,0
442388,0,0,0,0,0,0
4948,0,2,1,0,0,0
57616,51,34,17,213,67,52
2841,656,2007,448,598,690,909
101928370,23,75,40,33,29,48
101928277,0,0,0,0,0,0
112268139,1,3,1,1,4,1
28702,1,12,11,1,4,6
101929348,0,0,0,0,0,0
79172,136,296,203,288,165,252
105373091,4,1,2,2,2,2
100134444,0,0,0,0,0,0
112268462,0,0,0,0,0,0
105377729,0,0,0,0,0,0
107986956,0,0,0,0,0,0
574029,0,0,0,0,1,0
105379051,0,0,0,0,0,0
5439,490,857,605,1289,833,983
105378816,3,0,0,3,1,1
105369490,0,1,0,0,0,1
102724715,0,1,0,0,1,0
102724105,9,45,8,24,13,42
105371899,0,4,9,1,4,4
140458,0,0,0,0,0,0
105376081,0,0,0,0,0,0
107985278,0,0,2,0,2,1
138199,123,332,49,103,74,117
100287314,0,0,0,0,0,0
56660,4,7,9,2,5,5
406905,0,0,0,0,0,0
84214,0,0,7,0,0,4
494325,0,0,0,0,0,0
27202,216,185,274,656,472,287
314,18,21,40,54,33,51
442720,0,0,0,0,0,0
64593,0,0,0,0,0,0
105370042,1,0,0,0,1,1
105372528,0,0,0,0,0,0
6664,0,0,0,0,0,0
100616269,0,1,1,0,0,0
6942,51,164,705,160,132,265
653786,0,2,2,4,2,5
113675,22,5,40,13,5,15
107986608,0,0,1,0,0,0
105376078,0,0,0,0,0,0
105378260,1,0,0,1,0,0
390882,0,0,0,0,0,0
56670,65,25,4,16,3,21
105375607,0,0,0,0,0,0
388152,5,22,36,5,12,18
105375329,0,0,0,0,0,0
101927411,0,0,0,0,0,0
60437,8,24,18,44,21,21
5676,0,0,0,0,0,0
23041,786,1401,366,580,344,356
1967,365,754,831,598,480,746
51347,698,1181,524,1531,1152,1822
100189356,0,0,0,0,0,0
29919,258,482,542,297,289,499
105374542,0,2,0,0,1,0
6492,0,0,0,0,0,0
3281,1064,1124,339,1870,917,775
142913,1,3,4,3,3,5
643763,0,0,0,0,0,0
101409258,4,5,5,2,4,4
100500857,1,1,0,0,0,0
3191,501,1377,3646,818,691,1780
133686,167,265,55,158,100,160
221481,7,14,45,22,12,26
105747689,86,36,33,258,177,37
105373805,115,225,59,65,104,163
1026,149,208,853,179,139,536
1158,2,1,1,3,2,3
105378456,0,0,0,0,0,0
286234,0,0,0,0,0,0
9288,0,0,0,1,0,0
103504731,1,13,46,0,2,0
107986979,0,0,0,0,0,0
10322,81,217,654,71,129,327
100113392,0,0,0,0,0,2
728175,1,2,0,9,2,1
57575,0,1,0,0,0,0
124222,39,47,93,55,36,62
101927331,0,0,0,0,0,0
790953,0,0,0,0,0,0
105373378,6,11,21,5,7,17
677808,0,0,0,0,0,1
107986719,0,0,0,0,0,0
107984740,0,0,0,0,0,0
353333,0,0,0,0,0,0
128989,375,516,1328,510,401,672
7702,238,430,239,281,228,286
7799,357,691,657,475,405,479
107986963,0,0,0,2,1,1
388387,22,5,2,142,39,20
283165,0,0,0,0,0,0
1213,1853,2636,1348,3696,1822,1964
57152,0,0,0,0,0,0
55278,418,1280,515,444,461,572
57126,94,48,6,1285,368,8
785,36,48,10,17,37,28
2241,107,167,45,65,34,50
4763,261,468,125,372,254,196
100873969,0,0,0,0,0,0
4070,6,13,3,1,1,9
283455,0,0,2,0,1,1
494337,0,0,0,0,0,3
23333,161,287,54,207,76,86
1813,0,0,0,0,0,0
246754,1,0,0,7,12,2
102723552,0,0,0,0,0,0
105370661,0,0,0,0,0,0
10066,213,611,2013,429,335,1267
105375683,2,0,3,2,2,3
105374224,6,2,2,3,3,20
284439,56,225,536,57,98,212
101926940,0,0,0,0,0,0
101928039,0,3,0,0,0,0
57413,28,33,15,21,7,32
4688,6757,4288,3541,15273,7448,6541
4363,244,363,566,272,180,374
28825,245,828,1184,315,1512,1572
60509,917,958,758,2147,1381,1609
105373305,0,0,0,0,0,0
9856,3,6,5,166,24,14
84661,406,655,102,717,535,453
10343,1,14,2,1,4,8
100302743,0,1,0,0,1,1
692223,1,7,1,1,0,2
126792,112,328,578,170,198,309
120534,504,1191,173,401,374,414
105370091,1,2,20,1,6,7
105378736,0,0,0,0,0,0
105372661,0,2,4,0,0,1
100529855,72,74,31,103,72,54
257000,1,1,4,1,4,3
105372876,4,1,0,0,0,3
100287497,38,114,81,116,64,69
26577,1,0,0,0,0,0
25852,390,688,315,409,225,361
105371912,6,17,23,14,4,16
113218500,31120,29147,2598,33807,28204,20636
105376070,3,1,2,0,1,1
101928906,1,0,0,2,2,1
105373831,0,0,0,0,0,0
23039,422,609,701,801,446,756
442894,0,4,0,1,2,0
107984029,2,10,13,6,6,5
105373775,0,0,0,0,0,0
100874089,1,0,0,0,0,0
51533,12,36,35,27,19,43
103695431,0,0,0,0,0,0
653316,1,4,11,3,13,8
105377271,0,0,0,0,0,0
101929289,35,69,29,78,63,56
101929790,0,1,1,3,0,0
201456,2,23,8,8,5,10
9951,0,0,0,0,0,0
23783,0,1,1,3,1,1
55703,84,143,139,86,65,120
100506007,15,18,6,11,10,5
101929552,0,0,0,1,0,0
105377441,0,0,0,0,0,0
8548,594,673,78,370,200,327
28603,15,25,26,14,4,39
100505841,1,0,1,1,0,1
84923,1003,921,784,815,803,992
85012,26,40,65,34,33,55
23596,218,620,239,263,191,223
8874,230,619,921,324,283,457
28521,49,123,16,19,25,49
126248,8,16,21,3,5,21
101928924,0,0,0,0,0,0
100131138,0,0,0,0,0,0
105376391,0,0,0,0,0,0
105371363,0,2,3,12,3,5
79893,781,1154,614,1346,1083,1159
23120,0,0,0,0,0,2
85415,2,2,1,2,7,3
10802,271,468,104,219,179,199
10135,16004,5576,1571,24947,10555,3738
9391,605,1164,1079,934,660,914
400916,132,381,329,272,307,450
107986990,0,0,0,0,0,0
7568,67,69,24,94,65,45
105370941,35,72,21,22,19,20
107984604,0,0,0,0,0,0
10417,246,664,1191,60,156,586
439950,0,0,0,0,0,0
105373294,0,0,0,0,0,0
105378360,0,3,3,1,0,2
29927,676,1233,2592,1625,1818,2288
11177,2476,2591,319,3291,3301,2294
107984889,10,24,18,7,10,15
22876,214,309,111,276,155,147
898,12,51,41,12,38,32
8655,963,1333,1235,1429,989,1454
151300,0,0,0,0,0,0
105374362,0,1,0,0,0,1
102800446,0,0,0,0,0,0
89795,0,1,0,1,0,6
8603,61,166,551,96,134,245
100422938,0,0,0,0,0,1
101928492,33,62,72,27,31,40
105374010,0,3,0,1,2,0
105371071,0,0,0,0,0,0
122664,0,0,1,0,0,0
127281,76,195,572,118,105,320
105369688,0,0,0,0,0,0
100188953,0,3,6,0,0,8
133619,424,811,223,314,195,360
2533,8895,11015,2641,9399,7383,7723
107984766,0,0,0,0,0,0
84138,467,1147,1352,515,440,726
102724294,0,0,0,0,0,0
686,125,236,225,161,156,241
107984656,0,2,4,3,9,3
55319,89,220,73,138,110,116
101928144,0,0,0,0,0,0
107987326,0,1,0,1,2,1
84996,21,49,9,31,18,31
11253,206,445,1137,382,295,715
6307,194,425,189,157,134,157
388886,10,7,11,10,6,17
11311,475,807,382,829,443,539
105377431,0,0,0,0,0,0
339593,0,0,0,0,0,0
9153,2,4,0,1,0,3
2567,0,0,0,0,0,0
127534,0,0,1,0,0,0
2272,15,716,797,98,122,374
7275,3,7,22,9,7,6
105373598,0,0,0,0,0,0
105377844,0,0,0,0,0,0
105378539,68,194,525,129,147,279
118429,720,753,540,1262,770,798
107987280,0,0,0,0,0,0
3641,0,1,0,0,1,0
100653233,0,0,0,0,0,0
285668,0,0,1,0,0,1
124944,174,360,452,339,302,449
105371004,0,0,0,0,0,0
374655,110,198,623,198,122,217
107984201,0,1,1,2,0,1
641384,0,1,3,0,0,0
170626,0,0,0,0,0,0
64757,194,158,55,1111,233,294
105377285,0,0,0,0,0,0
105375977,0,0,0,0,0,0
105379148,0,0,0,0,0,0
170082,103,160,89,99,104,103
101929707,54,7,2,335,119,8
107984374,0,0,0,1,0,3
3796,764,1425,308,774,433,853
9953,147,443,181,195,117,222
8551,21,57,37,27,36,44
8754,93,102,37,293,63,74
83889,0,0,0,0,0,0
105377757,0,0,0,0,0,0
441089,9,15,11,2,3,11
105379351,0,0,0,3,0,0
36,168,469,91,132,76,132
5053,0,0,0,0,0,0
123920,487,933,1037,706,454,911
5597,219,452,51,166,94,132
105373651,0,0,0,0,0,2
375341,163,158,233,528,370,285
105373204,25,42,34,12,11,23
105372360,0,0,0,0,0,0
110806299,0,0,0,0,0,0
123722,38,124,46,34,22,33
100507362,0,0,0,0,0,0
120237,0,0,0,0,0,0
105374791,1,1,3,11,8,2
105370346,0,0,0,0,0,0
26240,21,68,174,31,35,91
28479,16,107,440,20,144,317
102723817,0,0,0,0,0,0
107987103,0,0,1,1,0,0
85437,525,862,97,650,562,708
2944,13,21,393,17,25,627
105377715,0,0,0,0,0,0
105369701,0,0,0,0,0,0
57415,62,29,12,61,35,24
28802,1,28,31,4,16,8
729201,0,1,2,0,0,0
6507,2,7,1,58,6,3
89846,1013,1716,5793,2424,2030,3119
105375378,6,4,0,6,6,1
221908,93,237,181,162,107,138
11321,562,1085,490,693,478,663
100506999,0,0,0,0,0,0
100169952,0,0,0,0,0,0
4761,0,0,2,1,0,0
105370659,0,0,0,0,0,0
55472,1,0,1,2,2,0
105369577,0,0,0,0,0,0
81469,0,0,0,0,0,0
26272,368,763,248,461,263,317
105372240,0,0,8,0,0,0
10901,108,243,276,220,212,280
127733,6,34,37,9,14,23
105371982,0,0,0,0,0,1
1399,389,723,845,628,397,705
107987301,2,1,1,1,6,1
105371449,1,0,2,0,1,0
100101478,8,8,12,10,6,10
128240,275,664,711,434,396,676
101928823,0,0,0,2,0,0
105369496,0,0,0,0,0,0
5470,1,3,1,0,0,0
105375537,0,0,0,0,0,0
100189231,0,0,0,0,0,0
6002,28,67,234,38,30,120
23461,148,302,45,88,53,72
105377647,0,0,0,0,0,0
283991,1001,1598,2245,2275,1749,1859
113219464,0,0,0,0,0,0
100189227,1,5,1,3,3,1
101929681,0,0,0,0,0,0
2357,6402,2996,3673,18281,10597,7370
6960,0,0,0,1,0,2
100506325,6,9,8,8,2,9
107985229,0,2,3,0,1,3
643332,47,21,4,206,45,31
257203,4,5,3,3,1,3
10891,0,0,0,0,1,1
286827,149,396,54,97,73,97
375519,1,2,0,0,1,1
100129345,1,1,0,0,0,0
109864273,4367,8015,35183,7179,8319,5466
8841,212,497,941,306,298,656
101928035,0,1,0,0,0,0
130,3,5,2,2,2,6
340578,0,2,0,0,0,0
105370526,0,0,1,0,0,2
9241,220,589,466,91,96,274
102723694,104,156,29,96,54,62
105379004,0,0,0,0,0,0
645638,16,34,7,12,14,22
105378009,0,0,0,2,0,1
105376936,0,0,0,1,0,0
23503,124,217,545,290,212,331
646817,4,15,5,3,7,5
441521,0,0,0,0,0,0
105370827,0,0,0,0,0,0
284232,1,0,0,0,1,2
6122,20383,63143,32890,28768,33584,56125
6728,500,844,163,620,498,499
767578,0,0,0,0,0,0
126669,400,415,675,1472,837,657
677832,0,4,1,2,1,1
100616232,0,0,0,0,0,0
10930,20,27,3,34,50,56
146336,0,0,0,0,0,0
51148,8,37,57,12,12,37
4808,0,0,0,0,0,0
1350,2236,3518,214,3466,2836,2604
645954,9,10,15,14,12,20
51560,13,13,19,15,6,24
100506124,19,44,32,28,13,21
105374251,0,0,0,0,0,0
100189184,3,8,42,4,2,6
64843,4,18,13,19,35,29
105373035,0,0,0,0,0,0
23223,96,132,764,365,203,202
51655,2,2,10,3,0,3
283601,0,0,0,1,0,0
105369334,0,0,0,0,0,0
100874002,1,9,4,2,2,6
101929022,0,0,0,0,0,0
105373715,1,0,0,0,0,0
4578,73,79,25,276,239,239
140700,44,131,308,53,62,195
105378573,0,0,2,0,0,0
29065,0,0,1,5,4,3
100874291,4,11,4,6,4,9
54540,282,655,1806,479,547,866
220359,57,62,107,41,92,94
100886964,0,0,0,0,0,0
105371301,0,0,0,0,0,0
119504,1381,3036,1376,1655,1589,1703
9132,3,1,9,2,2,0
107986154,0,0,0,0,0,0
107985236,46,111,23,20,45,68
56941,133,392,1116,250,258,612
79922,32,85,229,59,52,122
22797,681,474,18,354,109,104
132625,0,0,0,0,0,0
6247,1,1,0,2,1,0
28346,0,6,0,0,3,3
55362,78,108,428,66,65,178
28969,283,811,550,359,258,591
107984591,0,0,0,0,0,0
105376860,26,59,228,40,34,100
100500811,0,0,0,0,0,0
449492,0,0,0,0,0,0
353133,0,0,0,0,0,0
105372655,0,0,0,0,0,0
105379180,0,0,0,1,2,0
1404,0,0,0,0,0,0
1209,176,579,1316,327,342,831
8821,410,849,163,178,145,206
105377750,2,3,2,1,1,1
693162,0,0,0,0,0,0
1993,0,0,0,0,0,0
107985595,0,0,1,0,0,0
219539,15,11,19,5,13,13
285958,139,301,223,180,155,268
101927901,2,1,5,6,1,6
57122,320,759,323,232,166,305
9152,0,0,0,0,0,0
729970,1,2,0,0,3,3
25822,20,29,44,5,19,11
150696,1,3,10,1,1,0
10982,699,1397,1293,828,667,1440
107985019,4,1,2,0,1,0
132243,0,0,0,0,0,1
100422868,0,0,0,0,0,0
106144536,0,0,0,0,0,0
105373158,0,0,0,0,0,0
102466726,0,0,0,0,0,0
105373703,0,0,0,0,0,0
105369611,0,0,0,0,0,0
57482,1,5,7,17,12,11
107984459,5,17,1,2,2,7
105371441,8,13,11,14,19,17
105372880,0,0,0,0,0,0
286207,15,48,81,28,31,44
162466,1091,1111,4192,1102,1137,1777
102723446,2,2,1,0,2,1
26628,1,6,1,1,1,2
5078,0,0,0,0,0,0
100189084,0,0,0,0,0,0
105370530,0,0,0,0,0,0
321,98,319,1343,89,118,486
107987039,0,0,0,0,0,0
101927440,0,0,0,0,0,0
100189260,0,0,0,0,0,0
23047,499,932,195,505,338,397
3038,81,168,227,133,122,225
6521,2301,702,5769,287,504,1019
390181,0,0,0,0,0,0
105374940,0,1,3,1,2,1
55967,339,757,666,563,396,575
146779,0,0,0,0,0,0
222161,228,388,72,308,267,243
3451,0,0,0,0,0,0
84957,388,568,899,802,474,505
203522,711,1271,337,411,173,298
9002,6,4,30,23,7,68
5894,968,1270,1620,2061,1422,1666
161779,47,91,42,51,25,42
100616396,2,4,7,9,17,16
107985508,0,0,0,0,0,0
5973,68,105,270,156,95,253
112268468,0,0,0,0,0,0
401067,0,0,0,0,0,0
107984945,11,8,13,18,3,6
4951,0,1,2,0,2,1
388646,3,5,2,0,1,2
6439,0,0,3,1,1,1
107984947,21,37,54,28,30,47
58484,397,280,182,789,234,317
105374353,0,2,0,1,0,6
84929,0,5,1,0,2,1
103344932,0,0,0,0,1,0
54819,293,797,37,260,171,149
400950,0,2,0,0,0,1
23329,8,16,22,60,33,23
102466754,0,1,2,0,1,1
105372798,0,4,1,3,0,1
2842,70,156,115,71,82,89
100507419,63,136,555,187,135,212
58483,0,0,0,0,0,0
105376328,0,0,2,0,0,0
7475,0,1,3,0,2,1
100313892,6,6,6,11,2,2
102724077,3,6,9,10,7,20
646892,0,0,0,0,0,1
9827,50,114,398,57,63,159
100130587,0,0,0,0,0,0
102723534,14,25,14,24,42,24
101927608,0,0,0,0,1,0
255488,573,568,128,1107,646,320
102724446,1,1,1,1,0,1
729013,72,190,147,171,134,166
100189123,26,34,17,32,33,27
22878,505,943,252,490,244,334
55295,15,53,222,29,29,93
574408,0,0,0,0,0,0
10611,483,494,182,648,306,275
105375492,6,3,3,19,15,7
387751,583,1135,297,374,526,577
105370470,0,0,0,0,0,0
101929450,0,1,1,0,2,0
107985145,1,1,0,0,0,0
6758,0,0,0,0,0,0
3164,25,34,55,9,9,26
2539,247,378,1418,459,338,1064
6223,7345,15527,17631,11471,13026,14506
107985253,0,0,0,0,0,0
101060632,0,2,1,1,2,0
107984839,3,11,34,6,10,10
28435,0,0,0,0,0,0
91683,0,0,0,0,0,0
105374726,0,2,0,0,1,0
105378238,0,0,0,0,0,0
105374817,0,0,0,0,0,0
10964,11936,2095,874,531,1033,521
102723623,0,0,0,0,0,0
51085,1,0,1,0,0,0
2857,85,162,6,65,40,53
10099,575,1321,635,593,732,740
81603,247,422,997,628,354,586
56884,1,0,0,0,0,0
9353,0,0,0,0,1,1
406968,0,1,0,0,0,0
83877,222,377,247,293,217,372
55909,162,320,541,237,195,316
105369321,0,0,0,0,0,0
92912,508,944,211,381,271,356
6934,192,139,42,167,82,44
159963,0,0,0,0,0,0
81328,0,0,0,0,0,0
1602,46,81,18,68,21,19
339416,0,0,0,0,1,1
1159,0,0,0,0,0,0
55357,84,105,276,272,118,210
414235,0,0,0,0,0,0
55733,7,10,17,5,2,11
100506025,1,0,0,0,0,0
377677,27,28,11,24,11,14
112268472,0,0,0,0,0,0
105377039,0,0,0,0,0,0
728450,0,0,0,0,0,0
100240735,12,19,16,1,11,22
7627,328,703,224,329,260,387
728196,0,0,0,0,0,0
107985174,3,7,16,12,3,19
80775,39,130,138,36,45,86
105374667,0,0,0,0,1,0
105369486,0,1,2,0,0,4
100506084,51,66,61,133,146,165
84142,541,878,145,502,387,365
693126,0,0,0,0,0,0
4935,1,1,0,5,8,1
105373234,0,2,0,0,2,0
3937,2133,2615,2500,3463,2255,2695
4223,0,0,0,0,0,0
728911,0,0,0,0,0,0
101927835,0,0,0,0,0,0
105371743,41,97,39,85,60,70
100533464,30,74,34,18,27,44
58513,114,269,736,235,237,490
107987027,0,0,0,0,0,0
6832,152,339,298,245,255,384
56288,23,12,32,64,28,103
1198,472,620,1242,472,418,803
84971,147,404,420,216,164,292
107986436,0,1,0,1,0,0
400579,3,5,4,2,6,5
105372813,0,0,0,0,0,0
23150,102,90,38,172,42,167
1124,81,126,31,112,55,50
818,337,525,1008,796,606,738
2525,0,0,0,0,0,0
105378639,0,0,0,0,0,0
63036,0,1,0,0,0,0
105372316,0,2,0,0,0,0
109617002,0,2,4,1,0,3
6703,0,0,0,0,0,0
10438,304,509,109,299,170,223
1280,0,1,0,0,0,0
56605,323,542,72,254,182,192
105378267,0,0,0,0,0,0
80174,19,41,154,21,29,60
8825,591,207,33,1262,440,102
64431,326,668,58,255,164,237
107986736,1,0,0,0,0,0
107986258,0,0,0,0,0,0
5034,808,1868,4861,1584,1582,3301
83741,0,0,0,0,1,0
105373919,0,0,0,0,0,0
54834,370,532,141,439,205,270
100507608,0,0,0,0,0,0
112268203,8,9,7,8,7,10
8642,34,128,614,25,31,177
79142,197,421,799,376,314,651
107985792,0,0,0,0,0,0
55630,27,80,150,71,62,85
425054,0,0,0,1,0,0
101929557,0,0,1,0,0,1
5478,9436,20704,6760,15400,11656,12594
105377657,0,0,0,0,0,0
406922,0,0,0,0,0,0
100847019,0,0,0,0,0,0
284312,0,0,0,0,0,0
27077,24,45,41,39,42,65
29127,98,177,127,118,106,152
1840,46,202,601,93,112,263
107987399,1,5,53,2,5,17
100506797,0,2,0,0,0,4
107987344,0,0,0,0,0,0
96597,4,32,81,18,68,57
26251,61,117,366,160,73,162
22927,47,97,167,37,63,128
3001,1011,3478,336,668,1873,2174
9857,847,1562,331,701,441,599
107984789,0,1,0,0,0,0
102466953,0,0,0,0,0,0
55785,78,58,16,120,45,54
105376558,0,0,0,0,0,0
79727,0,0,0,0,1,1
401177,0,0,0,0,0,0
101929963,0,0,0,0,1,0
100101118,0,0,0,0,0,0
105372976,14,36,327,20,20,58
107985840,0,1,9,0,0,1
79572,527,1112,193,498,219,247
112268056,1,3,7,5,3,5
112268253,0,1,7,0,0,1
105376353,0,0,0,0,0,0
388591,7,17,17,10,14,14
105370549,0,0,0,0,0,0
100652857,0,0,0,0,0,0
100996738,3,0,0,0,0,3
5800,177,341,57,108,69,111
107985423,1,1,2,2,1,1
100130460,0,0,0,0,0,2
84897,695,1389,608,1044,818,804
56254,392,681,684,628,454,679
5816,7,17,5,33,30,8
4856,32,24,17,11,25,44
122704,156,314,380,377,264,340
79698,8,18,16,9,4,14
105373699,0,0,0,0,0,0
101930370,11,20,20,26,16,17
100506907,0,0,0,0,0,0
107985006,0,2,0,0,0,0
109616989,0,0,1,0,0,1
3215,0,0,0,0,0,0
28569,49,111,197,27,36,119
55217,165,197,84,249,137,125
105374501,2,1,0,4,5,0
105378339,0,0,0,0,0,0
102465684,0,0,0,0,0,0
105379487,0,1,0,0,0,0
254531,62,187,350,77,79,175
26817,1,10,9,4,6,9
144124,0,0,0,0,0,0
101928972,0,0,0,0,0,0
357,0,4,0,0,0,1
5566,173,315,1679,583,334,815
641700,1,0,2,3,3,2
219858,0,0,0,0,0,0
100131691,7,19,82,14,12,19
100500907,0,0,0,0,0,0
100271722,7,3,2,19,14,5
51735,890,2074,392,628,540,709
619555,0,0,0,0,0,0
409,3726,4089,5377,9861,6117,6578
107986561,0,0,0,0,0,0
23401,1584,1451,1102,4418,2843,2010
100101440,9,19,37,11,12,16
105375646,0,0,0,0,0,0
105379535,0,0,0,0,0,0
104472717,0,0,2,1,1,0
54476,232,584,1407,280,301,782
112268089,37,59,209,44,51,122
54578,0,0,0,0,0,0
3061,43,67,100,58,45,98
107986626,0,0,0,0,0,0
105377460,1,1,1,4,3,6
105377924,0,0,0,0,0,1
107987208,0,0,0,0,0,0
100302132,2,4,10,9,2,5
81794,68,219,656,62,67,172
339967,0,0,1,0,0,0
107986923,0,1,1,0,0,0
337880,0,0,0,0,0,0
151827,36,77,11,15,9,12
105372749,0,0,0,0,0,0
401588,37,108,32,33,19,20
11322,790,2012,6264,769,1150,2633
51111,575,960,418,793,539,606
107986129,0,0,0,0,0,0
3350,0,0,0,0,0,0
2301,0,0,1,0,0,0
101929655,2,5,1,1,6,5
5108,1512,2106,715,1178,798,1094
100616184,9,13,2,19,8,7
3267,810,1454,568,1430,547,736
105378161,0,0,0,0,0,0
4057,13,17,159,13,18,49
105378654,0,0,0,0,0,0
100302522,1,8,6,0,0,0
105375688,0,0,0,0,0,0
155060,17,51,145,26,27,54
102724378,7,9,4,19,8,7
100616423,0,0,0,0,0,0
107986938,0,0,1,0,0,0
105373934,13,35,17,16,10,45
111216285,4,2,0,1,12,0
23155,71,162,129,102,72,92
122953,214,173,181,388,195,228
132724,0,0,0,0,0,0
101927111,3,9,2,1,1,2
90204,79,207,233,78,80,136
101928372,0,0,0,0,1,0
27242,21,21,36,6,5,23
1636,5,1,9,4,3,5
442421,1,2,0,5,1,0
81567,406,891,1333,671,2277,1404
7869,6,2,7,11,3,3
645158,22,42,13,10,5,8
28952,108,305,616,184,146,413
6066,0,0,0,0,1,0
10984,65,118,157,101,95,135
100500858,0,0,0,0,0,0
282996,4,27,53,2,0,5
100505687,32,53,9,28,18,33
100506421,0,0,0,0,0,0
643847,1,12,13,15,8,9
